,Country Code,country,Region,date,land_area,human_capital_index,population,population_density,rural_population,Agricultural_land,forest_area,avg_precipitation,GDP_current_US,expense,military_expenditure,government_expenditure_on_education,government_health_expenditure,research_and_development_expenditure,tax_revenue,trade_in_services,central_goverment_debt,human_capital_index,control_of_corruption_estimate,renewvable_energy_consumption%,electric_power_consumption,Not_getting_Electricity,CO2_emisions,other_greenhouse_emisions,multidimensional_poverty_headcount_ratio%,inflation_annual%,real_interest_rate,risk_premium_on_lending,birth_rate,death_rate,life_expectancy_at_birth,goverment_effectiveness_estimate,doing_business,statistical_performance_indicators,individuals_using_internet,political_stability_estimate,rule_of_law_estimate,gini_index,voice_and_accountability_estimate,intentional_homicides
11967,THA,Thailand,East Asia & Pacific,01 January 2020,510890.0,0.609310985,71475664.0,139.9042142,34715730.0,230100.0,198730.0,1622.0,500457000000.0,110533191532.4,7304271512.78,15742930624.02,15350966621.07,,72355443034.68,76463270360.33,251846214340.71,0.609310985,-0.461679399,20.83,,0.0,265478.9,433773.458,,-0.845937147,4.633847664,2.689166667,9.182,7.264,79.274,0.233210638,,,55639330.52,-0.575292408,0.124885403,35.0,-0.810198784,
12010,TLS,Timor-Leste,East Asia & Pacific,01 January 2000,14870.0,,878360.0,59.06926698,665244.0,3370.0,9491.0,1500.0,367087900.0,,,,,,,,,,,0.0,,721710.0,0.0,656.976333,,,,,39.095,10.187,58.568,,,,,0.440978795,0.274133086,,-0.130789056,
12015,TLS,Timor-Leste,East Asia & Pacific,01 January 2005,14870.0,,969313.0,65.18581036,716894.0,3330.0,9421.0,1500.0,462283600.0,,2056537.31,,9819264.43,,,,,,-0.569692433,43.61,,644585.0,180.7,5372.561866,,1.111674004,,,36.475,8.796,62.328,-1.000289679,,,959.93,-0.707215548,-0.50909394,,-0.210176095,4.745626673
12020,TLS,Timor-Leste,East Asia & Pacific,01 January 2010,14870.0,0.410665601,1088486.0,73.2001345,786627.0,3380.0,9351.0,1500.0,881827800.0,737347000.11,5819529.8,97949990.69,28996685.53,,971622300.2,1103115887.69,,0.410665601,-0.754676282,34.82,,674861.0,244.1,7041.484864,,6.765976802,,,31.39,7.951,65.304,-1.251838326,,,32654.58,-0.467514545,-1.18515873,,0.061659668,3.582956702
12025,TLS,Timor-Leste,East Asia & Pacific,01 January 2015,14870.0,,1205813.0,81.09031607,850219.0,3406.0,9281.0,1500.0,1594447600.0,1165387308.92,18982472.89,100380566.71,70259726.68,,575143356.01,739698601.51,,,-0.542160153,18.0,,394524.0,437.2,6708.725588,,0.646148614,5.869835775,,27.7,7.549,67.137,-1.069393873,,,224281.22,-0.271886349,-1.112151623,,0.186164752,4.063648343
12030,TLS,Timor-Leste,East Asia & Pacific,01 January 2020,14870.0,0.45431453,1299995.0,87.42400807,892837.0,3414.0,9211.0,1500.0,2158392500.0,1128586044.53,25084788.49,89639375.86,117539604.55,,273413710.98,354796364.89,,0.45431453,-0.318606943,11.42,,51969.0,446.1,5537.128706,,,41.49442689,,25.258,6.831,68.475,-0.764207602,,,443678.85,0.179215446,-1.168607473,,0.373521179,
12073,TGO,Togo,Sub-Saharan Africa,01 January 2000,54390.0,,5008035.0,92.07639272,3360041.0,34000.0,12684.64,1168.0,2027363117.0,,,79490882.6,5898998.39,,,179885335.2,,,-0.751898825,77.11,93.64950525,4158861.0,1269.0,4387.95889,,1.862605955,,,38.668,11.898,54.742,-1.056840181,,,40064.28,-0.290849715,-0.649043918,,-1.125960112,
12078,TGO,Togo,Sub-Saharan Africa,01 January 2005,54390.0,,5711597.0,105.0118956,3701972.0,35200.0,12536.67,1168.0,3100356552.0,339514325.23,45185842.79,97964447.03,15614205.1,,293803537.72,427787164.8,,,-0.87377125,77.22,107.5005817,4197883.0,1748.1,5756.251166,,6.78292893,2.719852732,,37.581,11.071,55.962,-1.459256053,,,102808.75,-1.44021821,-1.064425945,,-1.221733451,
12083,TGO,Togo,Sub-Saharan Africa,01 January 2010,54390.0,0.367949605,6571855.0,120.8283692,4105241.0,36650.0,12388.7,1168.0,4660369658.0,486382392.09,77308914.34,190905061.48,53715756.22,10940683.86,498740521.74,724897249.72,,0.367949605,-0.967423081,65.81,121.274739,4548266.0,2630.1,6561.714289,,1.445945174,4.450337625,,37.351,10.326,57.304,-1.391686678,,,197155.65,-0.179348394,-0.935580134,,-0.952039063,
12088,TGO,Togo,Sub-Saharan Africa,01 January 2015,54390.0,,7473229.0,137.4007906,4476464.0,38200.0,12240.7,1168.0,5681469374.0,743914961.08,95131823.97,290243552.39,53585647.67,,792452794.22,860754979.86,,,-0.733909905,81.04,,4129326.0,1825.6,6973.128778,,2.585003908,1.618232411,,34.392,9.165,59.396,-1.204812407,,,532093.9,-0.231348053,-0.799924314,43.1,-0.700742722,
12093,TGO,Togo,Sub-Saharan Africa,01 January 2020,54390.0,0.431868047,8442580.0,155.2230189,4829156.0,38200.0,12092.7,1168.0,7389329393.0,,209782026.0,294926612.21,91915229.88,,,951967511.12,,0.431868047,-0.707524717,76.62,,3872814.0,2415.1,8395.488807,,1.699284633,,,32.302,8.417,61.035,-0.69655925,,,2454750.46,-0.91657424,-0.65079242,,-0.749686539,
12136,TON,Tonga,East Asia & Pacific,01 January 2000,720.0,,102603.0,142.5041667,78992.0,300.0,89.5,,204848436.6,,,9992670.39,4718149.31,,,,,,,2.48,,14782.0,102.9,234.611565,,6.327635514,,,28.378,6.759,68.978,,,,2497.77,,0.839712262,37.7,0.217144221,0.974635121
12141,TON,Tonga,East Asia & Pacific,01 January 2005,720.0,,105633.0,146.7125,81174.0,300.0,89.5,,261803692.1,,,,6837305.59,,,65679540.35,,,-1.35349369,2.15,,11601.0,117.2,251.858734,,8.665692211,,,29.13,6.648,69.768,-0.517296731,,,5184.24,0.677347898,0.559429646,,-0.054514438,3.786677522
12146,TON,Tonga,East Asia & Pacific,01 January 2010,720.0,,107383.0,149.1430556,82267.0,320.0,89.5,,366832186.5,,,,10483390.61,,,83223189.5,,,-0.303076357,1.01,,7769.0,117.7,255.66282,,3.534912392,,,27.266,6.605,70.323,-0.287254304,,,17181.28,0.689703107,0.099881336,,0.292813599,0.931241764
12151,TON,Tonga,East Asia & Pacific,01 January 2015,720.0,,106122.0,147.3916667,81422.0,350.0,89.5,,437003006.7,,,,12083798.34,,,103145508.61,223641007.96,,-0.413508683,1.94,,0.0,109.9,253.507128,,-1.05399832,2.805260187,,25.171,6.782,70.607,-0.300382078,,,41017.5,0.88633436,-0.232652798,33.5,0.661673129,
12156,TON,Tonga,East Asia & Pacific,01 January 2020,720.0,0.531120658,105254.0,146.1861111,80941.0,350.0,89.5,,484796858.8,,,31611533.75,14721140.85,,,182319904.16,,0.531120658,-0.307442039,1.89,,144.0,118.1,268.338502,,-0.349737697,12.55366272,,23.139,6.946,70.928,0.293504655,,,70150.14,1.025091887,0.507442892,,0.642574608,
12199,TTO,Trinidad and Tobago,Latin America & Caribbean,01 January 2000,5130.0,,1332203.0,259.688694,587435.0,670.0,2366.5,2200.0,8154342548.0,,,224705143.93,127778259.06,8806690.2,,942300050.27,,,0.345016211,0.76,3798.219941,116035.0,10204.5,15788.3099,,3.555413197,3.977794996,5.941666667,15.211,6.98,69.102,0.454069555,,,102864.88,0.153456092,0.413654536,,0.566399753,9.007639604
12204,TTO,Trinidad and Tobago,Latin America & Caribbean,01 January 2005,5130.0,,1369075.0,266.8762183,616536.0,540.0,2345.3,2200.0,15982388173.0,3620412542.62,96619609.81,,343029781.59,18269467.28,4215946356.85,1441499999.98,,,0.01965333,0.54,4871.172142,68454.0,17580.0,26565.82674,,6.874534596,-3.721501934,4.24,14.903,6.543,71.308,0.185132697,,,396712.93,-0.121956371,-0.007824289,,0.613131702,28.19420843
12209,TTO,Trinidad and Tobago,Latin America & Caribbean,01 January 2010,5130.0,0.550520301,1410296.0,274.911501,648384.0,540.0,2324.1,2200.0,22157919434.0,6801967424.09,140750952.41,,542145760.62,10571543.58,5815128466.61,1263300000.11,,0.550520301,-0.208101377,0.38,5828.563649,0.0,21443.0,32405.93841,,10.54920032,-3.061060946,8.436666667,14.842,6.708,72.725,0.339394987,,,683993.56,-0.050823182,-0.198580101,,0.523346245,33.53905847
12214,TTO,Trinidad and Tobago,Latin America & Caribbean,01 January 2015,5130.0,,1460177.0,284.6348928,681625.0,540.0,2302.9,2200.0,26851970249.0,9004676640.29,223732291.68,909532592.47,832479810.71,23248436.11,6632455805.01,4039882586.57,,,-0.339452952,0.37,,0.0,21310.6,32832.58609,,4.661215981,18.49422642,7.715833333,13.604,6.797,74.503,0.283133984,,,950575.23,0.286114305,-0.134540498,,0.480548501,28.76364604
12219,TTO,Trinidad and Tobago,Latin America & Caribbean,01 January 2020,5130.0,0.60348773,1518147.0,295.9350877,710280.0,540.0,2281.9,2200.0,21059428846.0,,156967157.97,864224250.6,711979432.21,,,2202542497.35,,0.60348773,-0.137706757,0.47,,0.0,15420.0,26480.71295,,0.598986331,11.4607054,5.304166667,11.946,7.9,74.406,0.209754735,,,1194343.83,0.12158145,-0.152446568,,0.645325541,26.28203988
12262,TUN,Tunisia,Middle East & North Africa,01 January 2000,155360.0,,9893316.0,63.67994336,3617788.0,95510.0,6678.5,207.0,21473522939.0,5372940504.21,332389527.6,1331779321.95,544315633.02,,4142751181.77,3828747218.58,12180056176.65,,-0.394928753,14.24,958.2227031,514452.0,21068.8,30633.83986,,2.962307947,,,17.002,4.773,73.69,0.416736394,,,272139.43,0.321114898,-0.280462772,40.8,-0.81373626,
12267,TUN,Tunisia,Middle East & North Africa,01 January 2005,155360.0,,10388344.0,66.86627188,3611300.0,98240.0,6776.4,207.0,32272178404.0,8439508772.96,468463398.69,2082062191.23,843924084.29,229761775.44,6092182001.46,5983274672.02,16917246871.56,,-0.078068301,14.18,1054.162242,83107.0,23538.6,33573.07712,,2.017786414,,,16.883,4.937,74.764,0.352184087,,,1003003.6,0.024227452,-0.036268614,37.7,-0.950093031,2.502804946
12272,TUN,Tunisia,Middle East & North Africa,01 January 2010,155360.0,0.525214314,10895063.0,70.12785144,3632741.0,100380.0,6874.3,207.0,46206091938.0,12354827439.74,599131310.52,2755287686.94,1445104253.69,304063815.08,8871454520.38,8866145033.8,17912253739.3,0.525214314,-0.118834764,12.61,1332.438371,54475.0,28321.5,39561.75848,,3.338979636,,,18.211,5.329,75.421,0.169263154,,,4009383.18,-0.063976362,0.038853329,35.8,-1.416164637,2.625042307
12277,TUN,Tunisia,Middle East & North Africa,01 January 2015,155360.0,,11557779.0,74.39353115,3692017.0,98340.0,6950.8,207.0,45779494042.0,,1039132785.68,2847690502.34,1543547988.02,271989698.8,,6370432675.16,,,-0.050443694,12.5,,11558.0,31627.4,42882.92928,,4.437371273,,,19.119,5.811,75.692,-0.069419339,,,5374366.58,-0.96038723,-0.02608058,32.8,0.241406426,
12282,TUN,Tunisia,Middle East & North Africa,01 January 2020,155360.0,0.51680994,12161723.0,78.28091529,3701056.0,97310.0,7027.3,207.0,42538462678.0,,1236909796.14,,1583766417.26,,,4416826921.36,,0.51680994,-0.081443638,12.88,,12162.0,29293.0,40882.99745,,5.634151159,,,16.628,6.752,75.292,-0.157310024,,,8854644.91,-0.580146015,0.172943667,,0.282338709,4.62105575
12325,TKM,Turkmenistan,Europe & Central Asia,01 January 2000,469930.0,,4569132.0,9.723005554,2471306.0,355000.0,41270.0,161.0,2904662605.0,,,,55250123.03,,,,,,-1.077137589,0.1,1672.527736,18277.0,38507.5,117807.8758,,,,,23.709,6.949,65.026,-1.15839386,,,6089.84,0.008447062,-1.369858265,,-1.692534447,5.843560659
12330,TKM,Turkmenistan,Europe & Central Asia,01 January 2005,469930.0,,4885775.0,10.39681442,2586920.0,348800.0,41270.0,161.0,8103901996.0,,,,96891907.08,,,,,,-1.347762346,0.08,1996.612615,22649.0,50592.5,157216.6617,,,,,22.335,6.869,66.068,-1.56485045,,,48723.71,0.07271339,-1.611423492,,-2.001130581,4.216321873
12335,TKM,Turkmenistan,Europe & Central Asia,01 January 2010,469930.0,,5267970.0,11.2101164,2713479.0,340000.0,41270.0,161.0,22583157895.0,,,,176168021.48,,,,,,-1.435776353,0.07,2300.31682,0.0,59175.1,151459.0477,,,,,25.273,6.377,68.293,-1.524074435,,,158039.1,0.334105611,-1.473316193,,-2.040293694,1.993177827
12340,TKM,Turkmenistan,Europe & Central Asia,01 January 2015,469930.0,,5766431.0,12.2708297,2864936.0,338380.0,41270.0,161.0,35799714286.0,,,,438709746.7,,,,,,-1.204197049,0.06,,0.0,63777.6,203460.494,,,,,26.071,6.53,68.782,-0.548619747,,,864778.67,-0.087798864,-1.404028058,,-2.237534761,1.092530103
12345,TKM,Turkmenistan,Europe & Central Asia,01 January 2020,469930.0,,6250438.0,13.30078522,2967958.0,338380.0,41270.0,161.0,45610571429.0,,,,459843573.6,,,,,,-1.4138695,0.06,,0.0,63655.0,194091.8305,,,,,22.294,6.836,68.687,-0.991539478,,,,-0.200595751,-1.382501245,,-2.029900312,
12451,TUV,Tuvalu,East Asia & Pacific,01 January 2000,30.0,,9638.0,321.2666667,5203.0,20.0,10.0,,15073978.45,,,,3354602.8,,,,,,,0.04,,521.0,7.9,19.690619,,,,,25.783,10.043,63.499,,,,505.19,,0.839712262,,1.320832491,
12456,TUV,Tuvalu,East Asia & Pacific,01 January 2005,30.0,,9912.0,330.4,4986.0,17.0,10.0,,22909973.98,,,,2209794.69,,,11804481.25,,,-0.12089359,0.02,,446.0,8.5,20.859521,,,,,23.043,9.902,63.836,0.016987693,,,822.7,1.384927273,1.261578798,,0.587014854,0.0
12461,TUV,Tuvalu,East Asia & Pacific,01 January 2010,30.0,,10550.0,351.6666667,4769.0,18.0,10.0,,32105394.15,,,,4235580.09,,,37882226.97,,,-0.259419352,0.45,,344.0,9.6,22.515235,,,,,22.32,9.988,63.978,-0.4924891,,,1540.3,1.422731638,0.992874682,39.1,0.721381724,9.479122233
12466,TUV,Tuvalu,East Asia & Pacific,01 January 2015,30.0,,10877.0,362.5666667,4380.0,18.0,10.0,,36811928.82,,,,3733489.77,,,41927727.74,,,-0.014165889,2.98,,204.0,7.7,21.429275,,,,,22.359,10.126,64.06,-0.995371938,,,2969.42,1.39128828,0.492276996,,1.068615556,
12471,TUV,Tuvalu,East Asia & Pacific,01 January 2020,30.0,0.447577119,11069.0,368.9666667,3983.0,18.0,10.0,,51746568.7,,,,9360351.31,,,26521489.96,,0.447577119,0.502488673,6.67,,64.0,6.6,21.742689,,,,,23.632,10.188,64.382,-0.539141238,,,,1.188146591,0.666828394,,1.178223729,
12514,UGA,Uganda,Sub-Saharan Africa,01 January 2000,199810.0,,24020697.0,120.2176918,20468997.0,125120.0,31629.5,1180.0,6193246837.0,,109286511.06,152457294.58,78610674.63,,,672000000.12,,,-1.028190494,95.01,,22243432.0,1297.6,17089.36095,,3.392021585,10.62161427,9.729174167,48.593,15.297,48.342,-0.492341906,,,39325.26,-1.248379588,-0.866051257,,-0.993294954,
12519,UGA,Uganda,Sub-Saharan Africa,01 January 2005,199810.0,,27946588.0,139.8658125,23206847.0,132620.0,29566.85,1180.0,9239221760.0,,155618308.3,267937439.82,95430223.39,19877261.69,,1135008098.73,,,-0.833648562,94.11,,25459342.0,2024.0,21767.4806,,8.448726423,21.76555229,11.14263315,45.989,11.637,52.976,-0.575077951,,,486886.99,-1.417224765,-0.542147875,42.9,-0.597283959,
12524,UGA,Uganda,Sub-Saharan Africa,01 January 2010,200520.0,0.343811035,32341728.0,161.2892879,26072931.0,142650.0,27504.2,1180.0,26673441432.0,,599662685.43,460757012.63,292851538.45,95997715.18,,3106760286.14,,0.343811035,-0.923493564,93.18,,28428379.0,3332.0,30981.82337,,3.976552885,13.76121465,15.16097906,43.068,8.832,57.055,-0.575548768,,,1390694.3,-1.000558257,-0.39686957,,-0.518370271,9.770659131
12529,UGA,Uganda,Sub-Saharan Africa,01 January 2015,200520.0,,37477356.0,186.9008378,29209851.0,144150.0,25441.6,1180.0,32387183733.0,3485220412.35,337203207.95,751874976.95,249148709.99,,3498389358.65,4435281874.64,,,-1.063391447,91.07,,30544045.0,4712.1,35408.10639,,5.589686063,16.55466461,6.774063636,39.422,6.648,61.086,-0.548271418,,,2173686.65,-0.804501653,-0.403002024,,-0.567804515,
12534,UGA,Uganda,Sub-Saharan Africa,01 January 2020,200520.0,0.384176582,44404611.0,221.447292,33323884.0,144150.0,23379.0,1180.0,37605430214.0,5141312538.23,976667424.55,972581760.78,252920461.57,,4283695969.1,4200180280.34,16616303170.26,0.384176582,-1.032168031,92.91,,25692740.0,5674.6,39280.05175,,3.313322895,,,37.252,5.852,62.851,-0.587560713,,,2708681.27,-0.809593379,-0.336310804,,-0.711472571,10.04400196
12577,UKR,Ukraine,Europe & Central Asia,01 January 2000,579350.0,,49176500.0,84.88219556,16156939.0,414060.0,95100.0,565.0,32375081951.0,8400613945.19,696403953.29,1302426931.28,813043643.36,300777466.21,4407991077.2,7591999999.76,14157554517.46,,-1.110609293,1.25,2778.400252,425139.0,297376.8,367477.6849,,28.20309724,11.00145696,,7.8,15.4,67.67560976,-0.675985157,,,352194.11,-0.409486443,-1.093720078,,-0.610850632,9.038506749
12582,UKR,Ukraine,Europe & Central Asia,01 January 2005,579380.0,,47105171.0,81.30272188,15172576.0,413040.0,95290.0,565.0,89238865119.0,31050090650.84,2146863100.75,5218867170.68,3325378044.07,888087347.71,14750087274.79,18017000003.41,,,-0.740642905,1.27,3246.034284,53906.0,295405.2,358852.9821,,13.56957649,-6.383677319,,9.0,16.6,67.95682927,-0.675604463,,,1766332.94,-0.285366565,-0.804544687,29.0,-0.285324872,6.458817789
12587,UKR,Ukraine,Europe & Central Asia,01 January 2010,579320.0,0.632588565,45870741.0,79.18031658,14405248.0,412670.0,95480.0,565.0,141209000000.0,55839619871.6,2686304975.56,10445342619.54,5205676958.42,1133611711.33,21177827922.76,31038964162.42,40762288904.74,0.632588565,-1.031962514,2.88,3549.844551,13838.0,268924.6,329151.167,,9.372931051,1.931117374,,10.8,15.2,70.26536585,-0.824038923,,,10687882.65,0.013131719,-0.844159186,24.8,-0.083982021,4.351726356
12592,UKR,Ukraine,Europe & Central Asia,01 January 2015,579290.0,,45154036.0,77.94720434,13970207.0,415080.0,96570.0,565.0,91030968761.0,34017138070.07,2959581344.73,5227507917.75,3350894446.93,559631082.1,18617076066.68,23790999997.44,63957300525.7,,-1.018159986,4.15,,0.0,191067.8,249647.2432,,48.69986464,-12.28292898,,10.7,14.9,71.1895122,-0.524381638,,,22073389.61,-1.961800098,-0.855242252,25.5,-0.086787418,
12597,UKR,Ukraine,Europe & Central Asia,01 January 2020,579400.0,0.631387115,44132049.0,76.16853469,13412612.0,413110.0,96900.0,565.0,156618000000.0,58276312342.34,5970042420.15,8429681823.27,5879298857.77,635994386.93,29994540121.85,26728047815.1,91960114732.93,0.631387115,-0.811724842,8.72,,0.0,165663.6,227341.5857,,2.732492094,3.624332691,,7.8,15.9,71.18512195,-0.382993966,,,33115766.82,-1.137996554,-0.690148473,25.6,0.091257513,3.867030054
12640,ARE,United Arab Emirates,Middle East & North Africa,01 January 2000,71020.0,,3275333.0,46.11845959,647337.0,5470.0,3094.3,78.0,104337000000.0,,8684722078.77,,1705000350.47,,,,,,0.103345223,0.08,11782.92406,0.0,84729.1,114700.9448,,,,,16.66,2.107,74.38,0.747685492,,,773807.28,0.975434422,0.655752897,,-0.516841352,
12645,ARE,United Arab Emirates,Middle East & North Africa,01 January 2005,71020.0,,4280993.0,60.27869614,759363.0,5570.0,3133.65,78.0,180617000000.0,,6604207644.48,,2382021084.61,,,,,,0.990808547,0.11,13161.19882,0.0,116453.9,156119.516,,,,,15.206,1.563,76.683,0.704675853,,,1712397.2,0.875413299,0.389575779,,-0.708473206,
12650,ARE,United Arab Emirates,Middle East & North Africa,01 January 2010,71020.0,0.621274054,8481771.0,119.4279217,1349704.0,3923.0,3173.0,78.0,289787000000.0,,17499055201.8,,7964047754.75,,,,,0.621274054,0.890833914,0.11,10695.28993,0.0,162788.9,207638.5913,,0.877983288,,,13.665,0.795,78.334,0.892549038,,,5767604.28,0.801757872,0.317414135,,-0.903547347,0.789929367
12655,ARE,United Arab Emirates,Middle East & North Africa,01 January 2015,71020.0,,8916899.0,125.5547592,1277435.0,3828.0,3173.0,78.0,370275000000.0,15358631511.53,,6328746572.46,9454405122.89,3314109271.13,206765518.24,,,,1.068665862,0.13,,0.0,195409.4,253027.5119,,4.069966084,,,11.478,1.014,79.223,1.505398035,,,8069793.6,0.759545386,0.63697958,,-1.11241889,0.672879664
12660,ARE,United Arab Emirates,Middle East & North Africa,01 January 2020,71020.0,0.673011899,9287289.0,130.7700507,1202890.0,3898.0,3173.0,78.0,349473000000.0,18379384933.42,,13559097868.43,12089301595.98,5065051929.27,2383714353.8,,,0.673011899,1.111247301,0.92,,0.0,188088.7,249927.7494,,-2.079403179,,,10.62,1.766,78.946,1.316968679,,,9287289.0,0.620475769,0.909197748,,-1.178465247,0.699881311
12703,GBR,United Kingdom,Europe & Central Asia,01 January 2000,241930.0,,58892514.0,243.4279089,12572963.0,169640.0,29540.0,1220.0,1666050000000.0,569046350085.86,39531978504.02,67027690025.2,91747378904.94,26872221247.97,434504184112.9,248426770905.88,1456919036097.27,,2.072457314,0.96,6114.529259,0.0,530888.2,690358.4413,,1.182956242,4.591682667,0.162741667,11.5,10.3,77.74146341,1.768822312,,,15796005.44,1.033105731,1.667143583,38.8,1.323269844,1.554799191
12708,GBR,United Kingdom,Europe & Central Asia,01 January 2005,241930.0,,60401206.0,249.6639772,12131582.0,169560.0,30065.0,1220.0,2544810000000.0,963468993659.75,61945847166.47,125438269247.97,173789819443.76,39420123806.08,648210248841.81,430123771185.62,2340849635667.8,,1.89147985,1.35,6270.984059,0.0,540917.0,677964.168,,2.08913649,1.589934727,0.097541667,12.0,9.6,79.04878049,1.761077523,,,42280844.2,0.12418776,1.55816102,35.5,1.443956375,1.381166485
12713,GBR,United Kingdom,Europe & Central Asia,01 January 2010,241930.0,0.765453696,62766365.0,259.4401893,11736055.0,172240.0,30590.0,1220.0,2491400000000.0,1097224005989.88,63986523454.66,141218533103.98,200515816078.04,40738375467.67,628163447396.7,494315471305.3,3256052799539.6,0.765453696,1.605673909,3.13,5700.855864,0.0,482646.2,594574.7842,,2.492654725,-0.920326327,0.003675,12.9,8.9,80.40243902,1.617794037,,,53351410.25,0.411818206,1.774692535,33.7,1.289993882,1.204588171
12718,GBR,United Kingdom,Europe & Central Asia,01 January 2015,241930.0,,65116219.0,269.1531393,11313292.0,171380.0,31550.0,1220.0,2934860000000.0,1124785884183.85,59549623424.87,161831411328.68,230129540115.09,47962656973.81,733417846892.43,622504354128.8,4332175648716.04,,1.86961019,7.71,,0.0,401075.3,498506.3318,,0.368046842,,,11.9,9.2,80.95609756,1.731592774,,,59907116.74,0.517747939,1.799224615,33.3,1.297856092,0.999626459
12723,GBR,United Kingdom,Europe & Central Asia,01 January 2020,241930.0,0.782942951,67081234.0,277.2753854,10798066.0,172592.98,31900.0,1220.0,2704610000000.0,1286236994904.51,60604850925.85,149564938679.68,271127985494.87,,669069801751.12,613540147514.49,5284599382113.68,0.782942951,1.689631701,13.5,,0.0,308650.3,398323.6546,,0.989486704,,,10.1,10.1,80.35121951,1.368001223,,,63605219.5,0.491468996,1.489148855,32.6,1.246827722,1.003586756
12766,USA,United States,North America,01 January 2000,9161920.0,,282162411.0,30.79730133,59093274.0,4143990.0,3035360.0,715.0,10250900000000.0,1837631395684.26,319032830246.82,,568209217810.74,269474624064.12,1329623774103.24,518949570115.62,3410234032043.74,,1.603597403,5.43,13671.05202,0.0,5775807.2,6810655.857,,3.376857271,6.813424288,3.394166667,14.4,8.5,76.63658537,1.724886537,,,121553203.94,1.082809091,1.564632893,40.1,1.310166717,5.519150073
